Base Year,Year,Month,Type,Category,Sub Category,Index,Growth Rate
2011-12,2019,February,Sectoral,Manufacturing,"Manufacture of Wood and Products of Wood and Cork, Except Furniture; Manufacture of Articles of Straw and Plaiting Materials",109,15.8
2011-12,2019,February,Sectoral,Manufacturing,Manufacture of Paper and Paper Products,91.9,-9.2
2011-12,2019,February,Sectoral,Manufacturing,Printing and Reproduction of Recorded Media,92.6,1.5
2011-12,2019,February,Sectoral,Manufacturing,Manufacture of Coke and Refined Petroleum Products,118.3,-0.4
2011-12,2019,February,Sectoral,Manufacturing,Manufacture of Chemicals and Chemical Products,111.6,0.6
2011-12,2019,February,Sectoral,Manufacturing,"Manufacture of Pharmaceuticals, Medicinal Chemical and Botanical Products",222.1,1.9
2011-12,2019,February,Sectoral,Manufacturing,Manufacture of Rubber and Plastics Products,101.8,-2
2011-12,2019,February,Sectoral,Manufacturing,Manufacture of Other Non-metallic Mineral Products,121.9,2.6
2011-12,2019,February,Sectoral,Manufacturing,Manufacture of Basic Metals,140.1,-2
2011-12,2019,February,Sectoral,Manufacturing,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",104.3,-12.5
2011-12,2019,February,Sectoral,Manufacturing,"Manufacture of Computer, Electronic and Optical Products",151,3.8
2011-12,2019,February,Sectoral,Manufacturing,Manufacture of Electrical Equipment,104.8,-0.7
2011-12,2019,February,Sectoral,Manufacturing,Manufacture of Machinery and Equipment N.e.c.,121.4,-12.7
2011-12,2019,February,Sectoral,Manufacturing,"Manufacture of Motor Vehicles, Trailers and Semi-trailers",117.1,-5.3
2011-12,2019,February,Sectoral,Manufacturing,Manufacture of Other Transport Equipment,142.5,-0.3
2011-12,2019,February,Sectoral,Manufacturing,Manufacture of Furniture,201.9,-6.7
2011-12,2019,February,Sectoral,Manufacturing,Other Manufacturing,89.7,2.4
2011-12,2019,February,Sectoral,Manufacturing,,129.3,-0.3
2011-12,2019,February,Sectoral,Electricity,,137.9,1.3
2011-12,2019,February,Use-based category,Primary Goods,,121.1,1.3
2011-12,2019,February,Use-based category,Intermediate Goods,,118.5,-5
2011-12,2019,February,Use-based category,Infrastructure/ Construction Goods,,141.1,1.9
2011-12,2019,February,Use-based category,Consumer Non-durables,,153.9,5
2011-12,2019,February,Use-based category,Consumer Durables,,125.1,0.9
2011-12,2019,February,Use-based category,Capital Goods,,107.7,-9.3
2011-12,2019,January,General,General,,134.4,1.6
2011-12,2019,January,Sectoral,Mining,,119.1,3.8
2011-12,2019,January,Sectoral,Manufacturing,Manufacture of Food Products,153.3,16.7
2011-12,2019,January,Sectoral,Manufacturing,Manufacture of Beverages,107.4,-0.4
2011-12,2019,January,Sectoral,Manufacturing,Manufacture of Tobacco Products,88.9,3.7
2011-12,2019,January,Sectoral,Manufacturing,Manufacture of Textiles,118.2,-1.8
2011-12,2019,January,Sectoral,Manufacturing,Manufacture of Wearing Apparel,171.8,21.8
2011-12,2019,January,Sectoral,Manufacturing,Manufacture of Leather and Related Products,126.8,1
2011-12,2019,January,Sectoral,Manufacturing,"Manufacture of Wood and Products of Wood and Cork, Except Furniture; Manufacture of Articles of Straw and Plaiting Materials",95.4,6.8
2011-12,2019,January,Sectoral,Manufacturing,Manufacture of Paper and Paper Products,100.7,-6.9
2011-12,2019,January,Sectoral,Manufacturing,Printing and Reproduction of Recorded Media,102.5,12.9
2011-12,2019,January,Sectoral,Manufacturing,Manufacture of Coke and Refined Petroleum Products,130.2,-2.3
2011-12,2019,January,Sectoral,Manufacturing,Manufacture of Chemicals and Chemical Products,123.7,3
2011-12,2019,January,Sectoral,Manufacturing,"Manufacture of Pharmaceuticals, Medicinal Chemical and Botanical Products",226.5,-2.2
2011-12,2019,January,Sectoral,Manufacturing,Manufacture of Rubber and Plastics Products,106.7,-4.9
2011-12,2019,January,Sectoral,Manufacturing,Manufacture of Other Non-metallic Mineral Products,130,4.6
2011-12,2019,January,Sectoral,Manufacturing,Manufacture of Basic Metals,146,1.6
2011-12,2019,January,Sectoral,Manufacturing,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",102.4,-10.5
2011-12,2019,January,Sectoral,Manufacturing,"Manufacture of Computer, Electronic and Optical Products",158.9,1.1
2011-12,2019,January,Sectoral,Manufacturing,Manufacture of Electrical Equipment,115.1,8.6
2011-12,2019,January,Sectoral,Manufacturing,Manufacture of Machinery and Equipment N.e.c.,118.3,-2.8
2011-12,2019,January,Sectoral,Manufacturing,"Manufacture of Motor Vehicles, Trailers and Semi-trailers",120.7,-2.5
2011-12,2019,January,Sectoral,Manufacturing,Manufacture of Other Transport Equipment,141.4,6.7
2011-12,2019,January,Sectoral,Manufacturing,Manufacture of Furniture,185.7,-14.7
2011-12,2019,January,Sectoral,Manufacturing,Other Manufacturing,88.7,-5.3
2011-12,2019,January,Sectoral,Manufacturing,,135.5,1.3
2011-12,2019,January,Sectoral,Electricity,,150.9,0.9
2011-12,2019,January,Use-based category,Primary Goods,,131,1.4
2011-12,2019,January,Use-based category,Intermediate Goods,,127,-2.8
2011-12,2019,January,Use-based category,Infrastructure/ Construction Goods,,147.2,6.4
2011-12,2019,January,Use-based category,Consumer Non-durables,,159.2,3.8
2011-12,2019,January,Use-based category,Consumer Durables,,128.7,2.5
2011-12,2019,January,Use-based category,Capital Goods,,107.1,-3.6
2011-12,2018,December,General,General,,133.9,2.5
2011-12,2018,December,Sectoral,Mining,,114.4,-1
2011-12,2018,December,Sectoral,Manufacturing,Manufacture of Food Products,154.4,14.6
2011-12,2018,December,Sectoral,Manufacturing,Manufacture of Beverages,101.9,0.9
2011-12,2018,December,Sectoral,Manufacturing,Manufacture of Tobacco Products,106.6,27.7
2011-12,2018,December,Sectoral,Manufacturing,Manufacture of Textiles,120.4,-1.6
2011-12,2018,December,Sectoral,Manufacturing,Manufacture of Wearing Apparel,175.6,24.6
2011-12,2018,December,Sectoral,Manufacturing,Manufacture of Leather and Related Products,122.2,-3.6
2011-12,2018,December,Sectoral,Manufacturing,"Manufacture of Wood and Products of Wood and Cork, Except Furniture; Manufacture of Articles of Straw and Plaiting Materials",110.8,10.9
2011-12,2018,December,Sectoral,Manufacturing,Manufacture of Paper and Paper Products,102.1,-5.9
2011-12,2018,December,Sectoral,Manufacturing,Printing and Reproduction of Recorded Media,110.4,7.8
2011-12,2018,December,Sectoral,Manufacturing,Manufacture of Coke and Refined Petroleum Products,124.4,-5.4
2011-12,2018,December,Sectoral,Manufacturing,Manufacture of Chemicals and Chemical Products,122.4,2.9
2011-12,2018,December,Sectoral,Manufacturing,"Manufacture of Pharmaceuticals, Medicinal Chemical and Botanical Products",233.1,1.5
2011-12,2018,December,Sectoral,Manufacturing,Manufacture of Rubber and Plastics Products,108.7,-4.5
2011-12,2018,December,Sectoral,Manufacturing,Manufacture of Other Non-metallic Mineral Products,126.2,6
2011-12,2018,December,Sectoral,Manufacturing,Manufacture of Basic Metals,146.4,4.3
2011-12,2018,December,Sectoral,Manufacturing,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",110.6,-3.2
2011-12,2018,December,Sectoral,Manufacturing,"Manufacture of Computer, Electronic and Optical Products",152.5,3.9
2011-12,2018,December,Sectoral,Manufacturing,Manufacture of Electrical Equipment,124.9,13.4
2011-12,2018,December,Sectoral,Manufacturing,Manufacture of Machinery and Equipment N.e.c.,138,7.4
2011-12,2018,December,Sectoral,Manufacturing,"Manufacture of Motor Vehicles, Trailers and Semi-trailers",109.3,-3
2011-12,2018,December,Sectoral,Manufacturing,Manufacture of Other Transport Equipment,123.1,16.2
2011-12,2018,December,Sectoral,Manufacturing,Manufacture of Furniture,217.4,-10.2
2011-12,2018,December,Sectoral,Manufacturing,Other Manufacturing,80.1,-17
2011-12,2018,December,Sectoral,Manufacturing,,135.8,2.9
2011-12,2018,December,Sectoral,Electricity,,150.4,4.5
2011-12,2018,December,Use-based category,Primary Goods,,126.6,-1.1
2011-12,2018,July,Sectoral,Manufacturing,Manufacture of Beverages,103.6,12.5
2011-12,2018,July,Sectoral,Manufacturing,Manufacture of Tobacco Products,87.6,28.1
2011-12,2018,July,Sectoral,Manufacturing,Manufacture of Textiles,120.1,3.2
2011-12,2018,July,Sectoral,Manufacturing,Manufacture of Wearing Apparel,145.4,8.3
2011-12,2018,July,Sectoral,Manufacturing,Manufacture of Leather and Related Products,134.2,8.2
2011-12,2018,July,Sectoral,Manufacturing,"Manufacture of Wood and Products of Wood and Cork, Except Furniture; Manufacture of Articles of Straw and Plaiting Materials",103.7,10.9
2011-12,2018,July,Sectoral,Manufacturing,Manufacture of Paper and Paper Products,109.1,-2.8
2011-12,2018,July,Sectoral,Manufacturing,Printing and Reproduction of Recorded Media,101,-1.4
2011-12,2018,July,Sectoral,Manufacturing,Manufacture of Coke and Refined Petroleum Products,131,10.8
2011-12,2018,July,Sectoral,Manufacturing,Manufacture of Chemicals and Chemical Products,116.4,4.2
2011-12,2018,July,Sectoral,Manufacturing,"Manufacture of Pharmaceuticals, Medicinal Chemical and Botanical Products",212.2,6
2011-12,2018,July,Sectoral,Manufacturing,Manufacture of Rubber and Plastics Products,107,-0.3
2011-12,2018,July,Sectoral,Manufacturing,Manufacture of Other Non-metallic Mineral Products,115.3,5.6
2011-12,2018,July,Sectoral,Manufacturing,Manufacture of Basic Metals,136.9,3.9
2011-12,2018,July,Sectoral,Manufacturing,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",105.1,8.9
2011-12,2018,July,Sectoral,Manufacturing,"Manufacture of Computer, Electronic and Optical Products",172.7,27.7
2011-12,2018,July,Sectoral,Manufacturing,Manufacture of Electrical Equipment,103.9,7.9
2011-12,2018,July,Sectoral,Manufacturing,Manufacture of Machinery and Equipment N.e.c.,109.2,0.2
2011-12,2018,July,Sectoral,Manufacturing,"Manufacture of Motor Vehicles, Trailers and Semi-trailers",125.5,14.7
2011-12,2018,July,Sectoral,Manufacturing,Manufacture of Other Transport Equipment,153.5,17
2011-12,2018,July,Sectoral,Manufacturing,Manufacture of Furniture,230.6,58.1
2011-12,2018,July,Sectoral,Manufacturing,Other Manufacturing,90.9,1.1
2011-12,2018,July,Sectoral,Manufacturing,,127.6,7
2011-12,2018,July,Sectoral,Electricity,,162,6.6
2011-12,2018,July,Use-based category,Primary Goods,,123.6,6.8
2011-12,2018,July,Use-based category,Intermediate Goods,,121.4,1.3
2011-12,2018,July,Use-based category,Infrastructure/ Construction Goods,,136.1,9.2
2011-12,2018,July,Use-based category,Consumer Non-durables,,135.1,5.3
2011-12,2018,July,Use-based category,Consumer Durables,,133.5,14.1
2011-12,2018,July,Use-based category,Capital Goods,,98.7,2.3
2011-12,2018,June,General,General,,127.7,7
2011-12,2018,June,Sectoral,Mining,,104.9,6.5
2011-12,2018,June,Sectoral,Manufacturing,Manufacture of Food Products,94.3,5.6
2011-12,2018,June,Sectoral,Manufacturing,Manufacture of Beverages,117.4,11.4
2011-12,2018,June,Sectoral,Manufacturing,Manufacture of Tobacco Products,89.1,-32.3
2011-12,2018,June,Sectoral,Manufacturing,Manufacture of Textiles,117.1,0.6
2011-12,2018,June,Sectoral,Manufacturing,Manufacture of Wearing Apparel,151.6,4.4
2011-12,2018,June,Sectoral,Manufacturing,Manufacture of Leather and Related Products,130.8,1.7
2011-12,2018,June,Sectoral,Manufacturing,"Manufacture of Wood and Products of Wood and Cork, Except Furniture; Manufacture of Articles of Straw and Plaiting Materials",112.4,18.8
2011-12,2018,June,Sectoral,Manufacturing,Manufacture of Paper and Paper Products,110.6,3.5
2011-12,2018,June,Sectoral,Manufacturing,Printing and Reproduction of Recorded Media,97.2,2.2
2011-12,2018,June,Sectoral,Manufacturing,Manufacture of Coke and Refined Petroleum Products,131.3,11.7
2011-12,2018,June,Sectoral,Manufacturing,Manufacture of Chemicals and Chemical Products,116.5,5.7
2011-12,2018,June,Sectoral,Manufacturing,"Manufacture of Pharmaceuticals, Medicinal Chemical and Botanical Products",189.6,-0.7
2011-12,2018,June,Sectoral,Manufacturing,Manufacture of Rubber and Plastics Products,108.5,2.6
2011-12,2018,June,Sectoral,Manufacturing,Manufacture of Other Non-metallic Mineral Products,127.5,12.5
2011-12,2018,June,Sectoral,Manufacturing,Manufacture of Basic Metals,139,2.9
2011-12,2018,June,Sectoral,Manufacturing,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",109.5,12.7
2011-12,2018,June,Sectoral,Manufacturing,"Manufacture of Computer, Electronic and Optical Products",178.9,44.3
2011-12,2018,June,Sectoral,Manufacturing,Manufacture of Electrical Equipment,111.5,14.2
2011-12,2018,June,Sectoral,Manufacturing,Manufacture of Machinery and Equipment N.e.c.,125,7.6
2011-12,2018,June,Sectoral,Manufacturing,"Manufacture of Motor Vehicles, Trailers and Semi-trailers",123.7,21.2
2011-12,2018,June,Sectoral,Manufacturing,Manufacture of Other Transport Equipment,150.4,18.1
2011-12,2018,June,Sectoral,Manufacturing,Manufacture of Furniture,233.2,25.4
2011-12,2018,June,Sectoral,Manufacturing,Other Manufacturing,86.9,-40.2
2011-12,2018,June,Sectoral,Manufacturing,,128.6,6.9
2011-12,2018,June,Sectoral,Electricity,,159.9,8.5
2011-12,2018,June,Use-based category,Primary Goods,,127.1,9.2
2011-12,2018,June,Use-based category,Intermediate Goods,,121.8,1.5
2011-12,2018,June,Use-based category,Infrastructure/ Construction Goods,,142.4,9.4
2011-12,2018,June,Use-based category,Consumer Non-durables,,128.5,0.2
2011-12,2018,June,Use-based category,Consumer Durables,,133.6,13.6
2011-12,2018,June,Use-based category,Capital Goods,,109.5,9.7
2011-12,2018,May,General,General,,129.6,3.8
2011-12,2018,May,Sectoral,Mining,,107.6,5.8
2011-12,2018,May,Sectoral,Manufacturing,Manufacture of Food Products,101.9,12.1
2011-12,2018,May,Sectoral,Manufacturing,Manufacture of Beverages,132.9,10
2011-12,2018,May,Sectoral,Manufacturing,Manufacture of Tobacco Products,96,-13.7
2011-12,2018,May,Sectoral,Manufacturing,Manufacture of Textiles,118.9,1.9
2011-12,2018,May,Sectoral,Manufacturing,Manufacture of Wearing Apparel,150.8,-3.8
2011-12,2018,May,Sectoral,Manufacturing,Manufacture of Leather and Related Products,132.9,-2.8
2011-12,2018,May,Sectoral,Manufacturing,"Manufacture of Wood and Products of Wood and Cork, Except Furniture; Manufacture of Articles of Straw and Plaiting Materials",96.3,3.3
2011-12,2018,May,Sectoral,Manufacturing,Manufacture of Paper and Paper Products,108.6,-5
2011-12,2018,May,Sectoral,Manufacturing,Printing and Reproduction of Recorded Media,96.5,-2.5
2011-12,2018,May,Sectoral,Manufacturing,Manufacture of Coke and Refined Petroleum Products,129.7,4.9
2011-12,2018,May,Sectoral,Manufacturing,Manufacture of Chemicals and Chemical Products,119.9,5.5
2011-12,2018,May,Sectoral,Manufacturing,"Manufacture of Pharmaceuticals, Medicinal Chemical and Botanical Products",207.8,-7.7
2011-12,2018,May,Sectoral,Manufacturing,Manufacture of Rubber and Plastics Products,110.3,-8.4
2011-12,2018,May,Sectoral,Manufacturing,Manufacture of Other Non-metallic Mineral Products,125.6,10.2
2011-12,2018,May,Sectoral,Manufacturing,Manufacture of Basic Metals,138.3,2.1
2011-12,2018,May,Sectoral,Manufacturing,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",107.5,12.9
2011-12,2018,May,Sectoral,Manufacturing,"Manufacture of Computer, Electronic and Optical Products",184.8,35.8
2011-12,2018,May,Sectoral,Manufacturing,Manufacture of Electrical Equipment,110,2.2
2011-12,2018,May,Sectoral,Manufacturing,Manufacture of Machinery and Equipment N.e.c.,117.1,-1.3
2011-12,2018,May,Sectoral,Manufacturing,"Manufacture of Motor Vehicles, Trailers and Semi-trailers",126.5,23.1
2011-12,2018,May,Sectoral,Manufacturing,Manufacture of Other Transport Equipment,148,8.1
2011-12,2018,May,Sectoral,Manufacturing,Manufacture of Furniture,204.6,10.4
2011-12,2018,May,Sectoral,Manufacturing,Other Manufacturing,89.5,-32
2011-12,2018,May,Sectoral,Manufacturing,,130.1,3.6
2011-12,2018,May,Sectoral,Electricity,,164.7,4.2
2011-12,2018,May,Use-based category,Primary Goods,,129,5.7
2011-12,2018,May,Use-based category,Intermediate Goods,,123.4,0.1
2011-12,2018,May,Use-based category,Infrastructure/ Construction Goods,,140.8,7.6
2011-12,2018,May,Use-based category,Consumer Non-durables,,138.6,-1.6
2011-12,2018,May,Use-based category,Consumer Durables,,133.5,6.7
2011-12,2018,May,Use-based category,Capital Goods,,106.1,6.4
2011-12,2018,April,General,General,,122.6,4.5
2011-12,2018,April,Sectoral,Mining,,102.6,3.8
2011-12,2018,April,Sectoral,Manufacturing,Manufacture of Food Products,109,19.1
2011-12,2018,April,Sectoral,Manufacturing,Manufacture of Beverages,116.4,3.7
2011-12,2018,April,Sectoral,Manufacturing,Manufacture of Tobacco Products,75.8,3
2011-12,2018,April,Sectoral,Manufacturing,Manufacture of Textiles,116.2,0.2
2011-12,2018,April,Sectoral,Manufacturing,Manufacture of Wearing Apparel,125.4,-19.4
2011-12,2018,April,Sectoral,Manufacturing,Manufacture of Leather and Related Products,126.3,-3.9
2011-12,2018,April,Sectoral,Manufacturing,"Manufacture of Wood and Products of Wood and Cork, Except Furniture; Manufacture of Articles of Straw and Plaiting Materials",89.8,4.3
2011-12,2018,April,Sectoral,Manufacturing,Manufacture of Paper and Paper Products,107.5,-2.7
2011-12,2018,April,Sectoral,Manufacturing,Printing and Reproduction of Recorded Media,88.2,-10.5
2011-12,2018,April,Sectoral,Manufacturing,Manufacture of Coke and Refined Petroleum Products,117.7,1.2
2011-12,2018,April,Sectoral,Manufacturing,Manufacture of Chemicals and Chemical Products,112.9,4
